text,label
"Santander: pagamento do seu boleto no valor de R$ 1086,00 foi confirmado. Obrigado por utilizar nossos canais digitais.",0
"Sicredi: recebemos uma transferência chave PIX de R$ 1317,00 para sua conta. Caso não reconheça, fale com o gerente pelo app.",0
"Banco do Brasil: compra aprovada no valor de R$ 698,00 no seu cartão virtual. Se não reconhecer, contate o banco pelo 0800 987 6543.",0
"C6 Bank: compra aprovada no valor de R$ 342,00 no seu cartão de crédito. Se não reconhecer, contate o banco pelo 0800 123 4567.",0
"Nubank: recebemos uma transferência chave PIX de R$ 1313,00 para sua conta. Caso não reconheça, fale com o gerente pelo app.",0
Banco do Brasil: atualização concluída. Seus dados cadastrais foram atualizados com sucesso em nossa agência digital. Nenhuma ação adicional é necessária.,0
Inter ALERTA: identificamos um PIX suspeito em sua conta. Cancele agora em banco-seguro.com/cancelar para não perder seu dinheiro.,1
ATENÇÃO C6 Bank: sua conta foi BLOQUEADA por segurança. Acesse imediatamente banco-seguro.com/reativar para desbloquear e evitar cancelamento definitivo.,1
Último aviso: seu cartão de crédito do Banco do Brasil será CANCELADO hoje. Regularize seus dados em cliente-atualiza.com/urgente e evite bloqueio total.,1
Banco do Brasil ALERTA: identificamos um PIX suspeito em sua conta. Cancele agora em verificacao-digital.com/cancelar para não perder seu dinheiro.,1
"Nubank: seu limite do cartão virtual foi ajustado para R$ 5120,00 a partir de hoje. Consulte os detalhes no app.",0
"Santander: compra aprovada no valor de R$ 271,00 no seu cartão débito. Se não reconhecer, contate o banco pelo 0800 987 6543.",0
"Caixa: lembramos que o banco nunca solicita senha ou código de segurança por SMS, e não envia links encurtados. Em caso de dúvida, acesse somente o app oficial.",0
"Caixa: débito automático da sua conta de luz no valor de R$ 197,00 será realizado em 9/06.",0
Santander: atualização obrigatória de segurança. Clique em https://santander-secure.com/8031 para não perder o acesso.,1
Inter: sua chave PIX foi temporariamente suspensa. Reative informando seus dados completos em minha-conta-segura.com/pix-seguro.,1
"Você tem uma entrega pendente nos Correios. Pague a taxa de R$ 12,90 em https://correios-entrega.com/3310 para liberar o pacote.",1
C6 Bank informa: seu extrato mensal já está disponível no app. Acesse o app oficial para consultar seus lançamentos.,0
Nubank: seu cadastro está irregular na Receita Federal. Evite multa atualizando CPF e endereço em cliente-atualiza.com/receita agora.,1
Bradesco: saldo da sua conta atualizado. Consulte no aplicativo.,0
C6 Bank: atualização concluída. Seus dados cadastrais foram atualizados com sucesso em nossa agência digital. Nenhuma ação adicional é necessária.,0
Inter: sua fatura foi fechada com vencimento em 13/06. Consulte o valor e o código de barras diretamente pelo aplicativo.,0
C6 Bank: detectamos tentativa de acesso não autorizado. Confirme seus dados em seguroonline.app/validacao em até 10 minutos para manter sua conta ativa.,1
Nubank: atualização concluída. Seus dados cadastrais foram atualizados com sucesso em nossa agência digital. Nenhuma ação adicional é necessária.,0
"Santander: débito automático da sua conta de luz no valor de R$ 164,00 será realizado em 23/09.",0
Banco do Brasil: seu extrato está disponível no app.,0
ATENÇÃO Itaú: sua conta foi BLOQUEADA por segurança. Acesse imediatamente minha-conta-segura.com/reativar para desbloquear e evitar cancelamento definitivo.,1
"Seu WhatsApp está sendo acessado em outro aparelho. Para bloquear, acesse https://whats-bloqueio.com/1289.",1
Nubank: detectamos tentativa de acesso não autorizado. Confirme seus dados em minha-conta-segura.com/validacao em até 10 minutos para manter sua conta ativa.,1
Nubank informa: seu extrato mensal já está disponível no central telefônica. Acesse o app oficial para consultar seus lançamentos.,0
"Parabéns! Você foi premiado pelo Nubank com limite extra de R$ 5429,00. Para liberar na hora clique em banco-seguro.com/bonus.",1
"Parabéns! Você foi premiado pelo Santander com limite extra de R$ 3051,00. Para liberar na hora clique em minha-conta-segura.com/bonus.",1
Uber: sua viagem com Carlos começa em poucos minutos.,0
"Parabéns! Você foi premiado pelo Inter com limite extra de R$ 5520,00. Para liberar na hora clique em verificacao-digital.com/bonus.",1
"Santander: lembramos que o banco nunca solicita senha ou código de segurança por SMS, e não envia links encurtados. Em caso de dúvida, acesse somente o app oficial.",0
Mensagem de voz aguardando com detalhes de movimentação suspeita na sua conta C6 Bank. Ouça em banco-seguro.com/voz-banco.,1
"Inter: lembramos que o banco nunca solicita senha ou código de segurança por SMS, e não envia links encurtados. Em caso de dúvida, acesse somente o app oficial.",0
Bradesco: seu cadastro está irregular na Receita Federal. Evite multa atualizando CPF e endereço em seguroonline.app/receita agora.,1
Caixa: sua chave PIX foi temporariamente suspensa. Reative informando seus dados completos em minha-conta-segura.com/pix-seguro.,1
"Parabéns! Você foi premiado pelo Inter com limite extra de R$ 10084,00. Para liberar na hora clique em cliente-atualiza.com/bonus.",1
"Bradesco: débito automático da sua conta de luz no valor de R$ 137,00 será realizado em 7/08.",0
Sicredi informa: seu extrato mensal já está disponível no central telefônica. Acesse o app oficial para consultar seus lançamentos.,0
Bradesco: sua fatura foi fechada com vencimento em 22/06. Consulte o valor e o código de barras diretamente pelo aplicativo.,0
Banco do Brasil: sua chave PIX foi temporariamente suspensa. Reative informando seus dados completos em banco-seguro.com/pix-seguro.,1
Santander: seu cadastro está irregular na Receita Federal. Evite multa atualizando CPF e endereço em seguroonline.app/receita agora.,1
"Caixa: débito automático da sua conta de luz no valor de R$ 283,00 será realizado em 25/08.",0
Bradesco: detectamos movimentação atípica. Confirme se foi você em https://bradesco-verifica.com/3391.,1
"Bradesco: recebemos uma transferência chave PIX de R$ 1444,00 para sua conta. Caso não reconheça, fale com o gerente pelo app.",0
Loggi: não foi possível concluir a entrega. Confirme seus dados em https://loggi-atualizacao.com/4412.,1
Itaú: sua fatura foi fechada com vencimento em 12/09. Consulte o valor e o código de barras diretamente pelo aplicativo.,0
"Parabéns! Você foi premiado pelo Itaú com limite extra de R$ 9104,00. Para liberar na hora clique em banco-seguro.com/bonus.",1
Inter: saque realizado no valor de R$ 100 em caixa eletrônico.,0
Amazon: seu pacote saiu para entrega hoje.,0
"Inter: pagamento do seu boleto no valor de R$ 1430,00 foi confirmado. Obrigado por utilizar nossos canais digitais.",0
"Nubank: débito automático da sua conta de luz no valor de R$ 162,00 será realizado em 1/07.",0
Seu cartão Nubank foi temporariamente suspenso. Libere em https://nubank-liberacao.com/9112.,1
"Sicredi: débito automático da sua conta de luz no valor de R$ 141,00 será realizado em 14/07.",0
"Banco do Brasil: débito automático da sua conta de luz no valor de R$ 124,00 será realizado em 27/09.",0
"Santander: débito automático da sua conta de luz no valor de R$ 216,00 será realizado em 27/07.",0
Último aviso: seu cartão de crédito do Sicredi será CANCELADO hoje. Regularize seus dados em banco-seguro.com/urgente e evite bloqueio total.,1
"C6 Bank: pagamento do seu boleto no valor de R$ 912,00 foi confirmado. Obrigado por utilizar nossos canais digitais.",0
"C6 Bank: compra aprovada no valor de R$ 523,00 no seu cartão virtual. Se não reconhecer, contate o banco pelo 0800 987 6543.",0
Santander: detectamos tentativa de acesso não autorizado. Confirme seus dados em verificacao-digital.com/validacao em até 10 minutos para manter sua conta ativa.,1
"Nubank: lembramos que o banco nunca solicita senha ou código de segurança por SMS, e não envia links encurtados. Em caso de dúvida, acesse somente o app oficial.",0
C6 Bank: sua fatura foi fechada com vencimento em 21/06. Consulte o valor e o código de barras diretamente pelo aplicativo.,0
C6 Bank: atualização concluída. Seus dados cadastrais foram atualizados com sucesso em nossa agência digital. Nenhuma ação adicional é necessária.,0
"Itaú: recebemos uma transferência transferência PIX de R$ 95,00 para sua conta. Caso não reconheça, fale com o gerente pelo app.",0
Bradesco: atualização concluída. Seus dados cadastrais foram atualizados com sucesso em nossa agência digital. Nenhuma ação adicional é necessária.,0
"Sicredi: recebemos uma transferência chave PIX de R$ 1243,00 para sua conta. Caso não reconheça, fale com o gerente pelo app.",0
Você tem um PIX de R$ 750 pendente. Libere em https://nubank-pixbonus.com/4421 em até 1 hora.,1
Nubank: código de verificação 482931. Não compartilhe com ninguém.,0
Itaú ALERTA: identificamos um PIX suspeito em sua conta. Cancele agora em minha-conta-segura.com/cancelar para não perder seu dinheiro.,1
Último aviso: seu cartão débito do Nubank será CANCELADO hoje. Regularize seus dados em minha-conta-segura.com/urgente e evite bloqueio total.,1
Sicredi: detectamos tentativa de acesso não autorizado. Confirme seus dados em seguroonline.app/validacao em até 10 minutos para manter sua conta ativa.,1
Detectamos uma nova tentativa de acesso via dispositivo desconhecido. Proteja sua conta em https://seguranca-bancaria.com/2201.,1
Mercado Livre: seu pedido foi entregue. Obrigado por comprar com a gente!,0
Santander: detectamos tentativa de acesso não autorizado. Confirme seus dados em minha-conta-segura.com/validacao em até 10 minutos para manter sua conta ativa.,1
Mensagem de voz aguardando com detalhes de movimentação suspeita na sua conta Bradesco. Ouça em banco-seguro.com/voz-banco.,1
Seu CPF foi usado em uma compra não reconhecida. Acesse https://alerta-consumidor.com/7710 e cancele agora.,1
Santander: sua chave PIX foi temporariamente suspensa. Reative informando seus dados completos em seguroonline.app/pix-seguro.,1
Nubank ALERTA: identificamos um PIX suspeito em sua conta. Cancele agora em verificacao-digital.com/cancelar para não perder seu dinheiro.,1
Santander: detectamos tentativa de acesso não autorizado. Confirme seus dados em seguroonline.app/validacao em até 10 minutos para manter sua conta ativa.,1
C6 Bank ALERTA: identificamos um PIX suspeito em sua conta. Cancele agora em banco-seguro.com/cancelar para não perder seu dinheiro.,1
"Sicredi: compra aprovada no valor de R$ 831,00 no seu cartão de crédito. Se não reconhecer, contate o banco pelo 0800 987 6543.",0
Bradesco informa: seu extrato mensal já está disponível no Internet Banking. Acesse o app oficial para consultar seus lançamentos.,0
Mensagem importante sobre seu CPF. Evite SERASA acessando https://cpf-limpo.com/3810.,1
Mensagem de voz aguardando com detalhes de movimentação suspeita na sua conta Sicredi. Ouça em minha-conta-segura.com/voz-banco.,1
"C6 Bank: seu limite do cartão de crédito foi ajustado para R$ 3287,00 a partir de hoje. Consulte os detalhes no app.",0
"Oi, é o Paulo. Pode me ligar assim que puder?",0
"Nubank: recebemos uma transferência PIX de R$ 1831,00 para sua conta. Caso não reconheça, fale com o gerente pelo app.",0
Sua conta será auditada por divergência de dados. Regularize-se em https://auditoria-conta.com/6502.,1
"Santander: seu limite do cartão virtual foi ajustado para R$ 6369,00 a partir de hoje. Consulte os detalhes no app.",0
"Banco do Brasil: seu limite do cartão de crédito foi ajustado para R$ 1213,00 a partir de hoje. Consulte os detalhes no app.",0
Sicredi ALERTA: identificamos um PIX suspeito em sua conta. Cancele agora em verificacao-digital.com/cancelar para não perder seu dinheiro.,1
Bradesco: sua fatura foi fechada com vencimento em 14/09. Consulte o valor e o código de barras diretamente pelo aplicativo.,0
Caixa: detectamos tentativa de acesso não autorizado. Confirme seus dados em cliente-atualiza.com/validacao em até 10 minutos para manter sua conta ativa.,1
Itaú: sua chave PIX foi temporariamente suspensa. Reative informando seus dados completos em banco-seguro.com/pix-seguro.,1
"C6 Bank: recebemos uma transferência transferência PIX de R$ 65,00 para sua conta. Caso não reconheça, fale com o gerente pelo app.",0
Itaú: seu cadastro está irregular na Receita Federal. Evite multa atualizando CPF e endereço em cliente-atualiza.com/receita agora.,1
Inter ALERTA: identificamos um PIX suspeito em sua conta. Cancele agora em verificacao-digital.com/cancelar para não perder seu dinheiro.,1
"Parabéns! Você foi premiado pelo Banco do Brasil com limite extra de R$ 14834,00. Para liberar na hora clique em verificacao-digital.com/bonus.",1
PicPay: você recebeu R$ 50 de Juliana.,0
"Santander: compra aprovada no valor de R$ 797,00 no seu cartão débito. Se não reconhecer, contate o banco pelo 3003 4455.",0
Banco do Brasil informa: seu extrato mensal já está disponível no WhatsApp oficial. Acesse o app oficial para consultar seus lançamentos.,0
"Parabéns! Você foi premiado pelo Inter com limite extra de R$ 6946,00. Para liberar na hora clique em minha-conta-segura.com/bonus.",1
"Bradesco: seu limite do cartão virtual foi ajustado para R$ 7954,00 a partir de hoje. Consulte os detalhes no app.",0
"Nubank: compra aprovada no valor de R$ 763,00 no seu cartão de crédito. Se não reconhecer, contate o banco pelo 0800 987 6543.",0
Santander: sua fatura foi fechada com vencimento em 14/06. Consulte o valor e o código de barras diretamente pelo aplicativo.,0
"Parabéns! Você foi premiado pelo C6 Bank com limite extra de R$ 3237,00. Para liberar na hora clique em minha-conta-segura.com/bonus.",1
Inter: sua chave PIX foi temporariamente suspensa. Reative informando seus dados completos em cliente-atualiza.com/pix-seguro.,1
Caixa: detectamos tentativa de acesso não autorizado. Confirme seus dados em banco-seguro.com/validacao em até 10 minutos para manter sua conta ativa.,1
"Inter: compra aprovada no valor de R$ 300,00 no seu cartão débito. Se não reconhecer, contate o banco pelo 3003 4455.",0
"C6 Bank: recebemos uma transferência chave PIX de R$ 1481,00 para sua conta. Caso não reconheça, fale com o gerente pelo app.",0
ATENÇÃO Banco do Brasil: sua conta foi BLOQUEADA por segurança. Acesse imediatamente verificacao-digital.com/reativar para desbloquear e evitar cancelamento definitivo.,1
Banco do Brasil: limite do cartão atualizado. Consulte o app.,0
Nubank: sua chave PIX foi temporariamente suspensa. Reative informando seus dados completos em minha-conta-segura.com/pix-seguro.,1
Último aviso: seu cartão de crédito do C6 Bank será CANCELADO hoje. Regularize seus dados em verificacao-digital.com/urgente e evite bloqueio total.,1
"Bradesco: pagamento do seu boleto no valor de R$ 459,00 foi confirmado. Obrigado por utilizar nossos canais digitais.",0
C6 Bank: seu cadastro está irregular na Receita Federal. Evite multa atualizando CPF e endereço em minha-conta-segura.com/receita agora.,1
Itaú: sua chave PIX foi temporariamente suspensa. Reative informando seus dados completos em cliente-atualiza.com/pix-seguro.,1
Último aviso: seu cartão débito do Bradesco será CANCELADO hoje. Regularize seus dados em seguroonline.app/urgente e evite bloqueio total.,1
"Itaú: compra aprovada no valor de R$ 165,00 no seu cartão de crédito. Se não reconhecer, contate o banco pelo 4004 9090.",0
"C6 Bank: débito automático da sua conta de luz no valor de R$ 271,00 será realizado em 11/08.",0
ATENÇÃO Santander: sua conta foi BLOQUEADA por segurança. Acesse imediatamente banco-seguro.com/reativar para desbloquear e evitar cancelamento definitivo.,1
Bradesco: sua chave PIX foi temporariamente suspensa. Reative informando seus dados completos em cliente-atualiza.com/pix-seguro.,1
"Parabéns! Você foi premiado pelo Bradesco com limite extra de R$ 14533,00. Para liberar na hora clique em minha-conta-segura.com/bonus.",1
Último aviso! Seu acesso ao Nubank será suspenso hoje. Confirme seus dados em https://nubank-login.com/1012.,1
Mensagem de voz aguardando com detalhes de movimentação suspeita na sua conta Banco do Brasil. Ouça em cliente-atualiza.com/voz-banco.,1
PicPay: recebimento pendente de R$ 350. Saque em https://picpay-saque.com/3209.,1
"Itaú: pagamento do seu boleto no valor de R$ 122,00 foi confirmado. Obrigado por utilizar nossos canais digitais.",0
Caixa informa: seu extrato mensal já está disponível no central telefônica. Acesse o app oficial para consultar seus lançamentos.,0
Inter: sua fatura foi fechada com vencimento em 8/06. Consulte o valor e o código de barras diretamente pelo aplicativo.,0
ATENÇÃO Caixa: sua conta foi BLOQUEADA por segurança. Acesse imediatamente banco-seguro.com/reativar para desbloquear e evitar cancelamento definitivo.,1
Bom dia! Tudo bem? Só passando para avisar que estou a caminho.,0
Bradesco informa: seu extrato mensal já está disponível no app. Acesse o app oficial para consultar seus lançamentos.,0
Mensagem de voz aguardando com detalhes de movimentação suspeita na sua conta Banco do Brasil. Ouça em banco-seguro.com/voz-banco.,1
Mensagem de voz aguardando com detalhes de movimentação suspeita na sua conta Banco do Brasil. Ouça em verificacao-digital.com/voz-banco.,1
"Santander: recebemos uma transferência PIX de R$ 1587,00 para sua conta. Caso não reconheça, fale com o gerente pelo app.",0
Banco do Brasil: seu cadastro está irregular na Receita Federal. Evite multa atualizando CPF e endereço em seguroonline.app/receita agora.,1
"Banco do Brasil: lembramos que o banco nunca solicita senha ou código de segurança por SMS, e não envia links encurtados. Em caso de dúvida, acesse somente o app oficial.",0
Banco do Brasil: atualização concluída. Seus dados cadastrais foram atualizados com sucesso em nossa agência digital. Nenhuma ação adicional é necessária.,0
Banco do Brasil: sua fatura foi fechada com vencimento em 20/07. Consulte o valor e o código de barras diretamente pelo aplicativo.,0
ATENÇÃO Inter: sua conta foi BLOQUEADA por segurança. Acesse imediatamente minha-conta-segura.com/reativar para desbloquear e evitar cancelamento definitivo.,1
ATENÇÃO Santander: sua conta foi BLOQUEADA por segurança. Acesse imediatamente banco-seguro.com/reativar para desbloquear e evitar cancelamento definitivo.,1
Santander: bloqueio temporário por uso suspeito. Desbloqueie em https://santander-bloqueio.com/1881.,1
Banco do Brasil: detectamos tentativa de acesso não autorizado. Confirme seus dados em banco-seguro.com/validacao em até 10 minutos para manter sua conta ativa.,1
"Santander: débito automático da sua conta de luz no valor de R$ 107,00 será realizado em 9/09.",0
Banco do Brasil: sua fatura foi fechada com vencimento em 18/09. Consulte o valor e o código de barras diretamente pelo aplicativo.,0
Banco do Brasil: sua chave PIX foi temporariamente suspensa. Reative informando seus dados completos em verificacao-digital.com/pix-seguro.,1
"Banco do Brasil: pagamento do seu boleto no valor de R$ 850,00 foi confirmado. Obrigado por utilizar nossos canais digitais.",0
ATENÇÃO C6 Bank: sua conta foi BLOQUEADA por segurança. Acesse imediatamente banco-seguro.com/reativar para desbloquear e evitar cancelamento definitivo.,1
Inter: detectamos tentativa de acesso não autorizado. Confirme seus dados em cliente-atualiza.com/validacao em até 10 minutos para manter sua conta ativa.,1
"Sicredi: débito automático da sua conta de luz no valor de R$ 255,00 será realizado em 12/09.",0
ATENÇÃO Sicredi: sua conta foi BLOQUEADA por segurança. Acesse imediatamente minha-conta-segura.com/reativar para desbloquear e evitar cancelamento definitivo.,1
Inter: detectamos tentativa de acesso não autorizado. Confirme seus dados em seguroonline.app/validacao em até 10 minutos para manter sua conta ativa.,1
"Banco do Brasil: seu limite do cartão virtual foi ajustado para R$ 1899,00 a partir de hoje. Consulte os detalhes no app.",0
Santander: sua chave PIX foi temporariamente suspensa. Reative informando seus dados completos em minha-conta-segura.com/pix-seguro.,1
Itaú: atualização concluída. Seus dados cadastrais foram atualizados com sucesso em nossa agência digital. Nenhuma ação adicional é necessária.,0
C6 Bank ALERTA: identificamos um PIX suspeito em sua conta. Cancele agora em cliente-atualiza.com/cancelar para não perder seu dinheiro.,1
Inter informa: seu extrato mensal já está disponível no caixa eletrônico. Acesse o app oficial para consultar seus lançamentos.,0
Santander: atualização concluída. Seus dados cadastrais foram atualizados com sucesso em nossa agência digital. Nenhuma ação adicional é necessária.,0
Itaú: atualização concluída. Seus dados cadastrais foram atualizados com sucesso em nossa agência digital. Nenhuma ação adicional é necessária.,0
Último aviso: seu cartão débito do C6 Bank será CANCELADO hoje. Regularize seus dados em banco-seguro.com/urgente e evite bloqueio total.,1
Bradesco informa: seu extrato mensal já está disponível no caixa eletrônico. Acesse o app oficial para consultar seus lançamentos.,0
"C6 Bank: seu limite do cartão virtual foi ajustado para R$ 5808,00 a partir de hoje. Consulte os detalhes no app.",0
Itaú: sua fatura foi fechada com vencimento em 2/08. Consulte o valor e o código de barras diretamente pelo aplicativo.,0
Inter: atualização concluída. Seus dados cadastrais foram atualizados com sucesso em nossa agência digital. Nenhuma ação adicional é necessária.,0
Bradesco: sua chave PIX foi temporariamente suspensa. Reative informando seus dados completos em minha-conta-segura.com/pix-seguro.,1
"Caixa: lembramos que o banco nunca solicita senha ou código de segurança por SMS, e não envia links encurtados. Em caso de dúvida, acesse somente o app oficial.",0
"Santander: pagamento do seu boleto no valor de R$ 736,00 foi confirmado. Obrigado por utilizar nossos canais digitais.",0
Itaú: sua fatura foi fechada com vencimento em 4/07. Consulte o valor e o código de barras diretamente pelo aplicativo.,0
"Banco do Brasil: compra aprovada no valor de R$ 519,00 no seu cartão virtual. Se não reconhecer, contate o banco pelo 0800 987 6543.",0
"Inter: lembramos que o banco nunca solicita senha ou código de segurança por SMS, e não envia links encurtados. Em caso de dúvida, acesse somente o app oficial.",0
Mensagem de voz aguardando com detalhes de movimentação suspeita na sua conta Caixa. Ouça em banco-seguro.com/voz-banco.,1
Santander: detectamos tentativa de acesso não autorizado. Confirme seus dados em minha-conta-segura.com/validacao em até 10 minutos para manter sua conta ativa.,1
Banco do Brasil: sua chave PIX foi temporariamente suspensa. Reative informando seus dados completos em minha-conta-segura.com/pix-seguro.,1
Inter: seu cadastro está irregular na Receita Federal. Evite multa atualizando CPF e endereço em minha-conta-segura.com/receita agora.,1
Bradesco ALERTA: identificamos um PIX suspeito em sua conta. Cancele agora em seguroonline.app/cancelar para não perder seu dinheiro.,1
Banco do Brasil ALERTA: identificamos um PIX suspeito em sua conta. Cancele agora em cliente-atualiza.com/cancelar para não perder seu dinheiro.,1
Bradesco: sua fatura foi fechada com vencimento em 13/07. Consulte o valor e o código de barras diretamente pelo aplicativo.,0
Mensagem de voz aguardando com detalhes de movimentação suspeita na sua conta Bradesco. Ouça em cliente-atualiza.com/voz-banco.,1
"Sicredi: compra aprovada no valor de R$ 38,00 no seu cartão de crédito. Se não reconhecer, contate o banco pelo 4004 9090.",0
ATENÇÃO Nubank: sua conta foi BLOQUEADA por segurança. Acesse imediatamente verificacao-digital.com/reativar para desbloquear e evitar cancelamento definitivo.,1
Lembrete: consulta marcada amanhã às 15h.,0
"Nubank: compra aprovada no valor de R$ 801,00 no seu cartão débito. Se não reconhecer, contate o banco pelo 4004 9090.",0
"Itaú: recebemos uma transferência PIX de R$ 740,00 para sua conta. Caso não reconheça, fale com o gerente pelo app.",0
Caixa ALERTA: identificamos um PIX suspeito em sua conta. Cancele agora em minha-conta-segura.com/cancelar para não perder seu dinheiro.,1
ATENÇÃO Itaú: sua conta foi BLOQUEADA por segurança. Acesse imediatamente cliente-atualiza.com/reativar para desbloquear e evitar cancelamento definitivo.,1
"Parabéns! Você foi premiado pelo Bradesco com limite extra de R$ 13160,00. Para liberar na hora clique em banco-seguro.com/bonus.",1
ATENÇÃO Bradesco: sua conta foi BLOQUEADA por segurança. Acesse imediatamente seguroonline.app/reativar para desbloquear e evitar cancelamento definitivo.,1
"Parabéns! Você foi premiado pelo Inter com limite extra de R$ 2211,00. Para liberar na hora clique em seguroonline.app/bonus.",1
C6 Bank ALERTA: identificamos um PIX suspeito em sua conta. Cancele agora em banco-seguro.com/cancelar para não perder seu dinheiro.,1
Santander: sua chave PIX foi temporariamente suspensa. Reative informando seus dados completos em banco-seguro.com/pix-seguro.,1
ATENÇÃO Inter: sua conta foi BLOQUEADA por segurança. Acesse imediatamente seguroonline.app/reativar para desbloquear e evitar cancelamento definitivo.,1
Inter: sua chave PIX foi temporariamente suspensa. Reative informando seus dados completos em banco-seguro.com/pix-seguro.,1
